나자, 90, 165
라카, 50, 157
가가, 85, 145
자파, 92, 184
하파, 68, 190
바가, 98, 192
파바, 77, 183
라하, 81, 194
바타, 55, 176
마자, 79, 199
하마, 60, 181
바바, 56, 146
다카, 59, 168
자카, 54, 154
라바, 49, 165
아아, 49, 165
바카, 51, 186
카라, 79, 196
라타, 58, 158
하아, 59, 175
카차, 57, 177
바가, 90, 164
차사, 75, 167
아하, 58, 173
사타, 87, 141
타자, 65, 186
다바, 78, 157
바바, 67, 147
차다, 95, 187
다타, 47, 145
아다, 52, 150
가자, 85, 188
자아, 69, 185
카차, 59, 144
사나, 61, 171
카아, 69, 188
차마, 75, 186
차가, 76, 189
타다, 44, 141
타아, 76, 145
타바, 41, 176
가카, 74, 199
자타, 46, 173
파나, 45, 197
바파, 67, 186
자하, 46, 158
가차, 61, 141
아파, 96, 151
타가, 85, 188
사가, 87, 181
카타, 74, 180
자바, 88, 156
타타, 71, 145
가하, 86, 169
아차, 82, 193
마타, 54, 164
가자, 65, 188
차가, 46, 157
다타, 64, 192
가다, 91, 166
다카, 76, 153
마라, 44, 149
카자, 43, 175
바파, 46, 193
차타, 98, 177
마차, 81, 187
라나, 96, 197
타사, 77, 197
바파, 43, 197
바사, 42, 196
카자, 78, 183
타파, 95, 184
바라, 87, 161
타마, 75, 150
나파, 95, 175
카아, 98, 194
사나, 40, 142
바카, 86, 185
자마, 75, 198
파하, 92, 188
카자, 86, 181
자자, 50, 191
파아, 43, 183
다나, 76, 141
바자, 96, 141
마자, 71, 184
라카, 93, 143
바라, 85, 194
타라, 68, 146
나아, 80, 142
아하, 50, 190
사아, 68, 184
사아, 77, 188
카마, 83, 171
나마, 63, 164
라나, 74, 195
라나, 83, 195
자가, 61, 194
라가, 78, 165
하아, 80, 173
하가, 56, 188
바차, 96, 163
나나, 42, 160
카다, 70, 198
가차, 71, 157
나카, 83, 168
가카, 64, 152
자나, 80, 198
마하, 49, 178
나타, 93, 178
타아, 92, 194
하하, 92, 179
파라, 40, 175
카타, 46, 177
바하, 91, 178
가사, 51, 183
카마, 88, 184
라차, 42, 157
사바, 91, 141
다마, 62, 158
하타, 76, 197
마아, 65, 181
바다, 72, 145
라타, 60, 199
사아, 81, 199
하나, 40, 151
카다, 74, 151
하나, 42, 155
나차, 97, 185
카사, 73, 170
타차, 75, 158
카타, 71, 148
카사, 65, 173
나카, 41, 153
마사, 93, 150
나바, 64, 191
라라, 87, 161
다차, 98, 152
하바, 80, 159
다바, 66, 169
나아, 71, 165
하사, 50, 152
아나, 96, 195
바하, 53, 187
사아, 71, 181
다차, 43, 174
자파, 74, 156
자차, 85, 140
카다, 87, 172
자차, 90, 173
카자, 93, 183
파나, 48, 140
아파, 82, 185
마아, 97, 177
아바, 54, 157
차마, 56, 149
타차, 92, 177
타타, 73, 145
라타, 46, 164
차타, 49, 147
다자, 69, 151
파카, 58, 147
마마, 43, 151
파자, 73, 184
나하, 78, 187
타자, 82, 154
자타, 66, 173
파바, 45, 174
마라, 75, 165
아자, 80, 176
아나, 40, 150
파가, 56, 182
라카, 55, 141
바라, 80, 160
나파, 43, 187
마다, 80, 169
아차, 55, 190
마다, 46, 153
나파, 52, 184
라마, 50, 155
아다, 42, 195
차나, 90, 146
라아, 96, 166
하가, 58, 188
자파, 52, 178
나라, 43, 170
가가, 78, 168
아하, 93, 178
타하, 53, 170
가다, 50, 175
라라, 89, 159
다나, 46, 173
바파, 68, 165
파타, 85, 160
파자, 54, 173
차라, 98, 166
카파, 64, 145
타자, 96, 183
사바, 54, 143
바자, 86, 150
라자, 53, 197
가가, 99, 146
사파, 57, 182
타라, 99, 197
다나, 87, 172
마마, 83, 152
가마, 89, 181
라나, 81, 192
아가, 82, 179
사아, 41, 173
마하, 56, 161
타가, 66, 189
사다, 69, 161
마타, 57, 175
바가, 80, 158
카마, 64, 181
하자, 94, 169
가다, 68, 163
아마, 49, 168
차나, 49, 189
사마, 48, 156
바차, 45, 148
차가, 78, 148
타마, 87, 147
사사, 52, 187
사라, 42, 152
마카, 47, 146
바차, 70, 189
하자, 97, 158
나차, 79, 146
마마, 87, 184
자마, 45, 157
나하, 55, 141
가가, 82, 161
라사, 57, 183
카라, 79, 177
카차, 72, 143
가파, 89, 173
하라, 59, 184
차자, 70, 187
차마, 90, 149
파타, 67, 171
타바, 56, 192
하마, 42, 188
파카, 90, 198
라나, 71, 147
바마, 99, 145
가바, 80, 154
아하, 86, 199
다차, 51, 167
마사, 84, 141
가가, 57, 164
차가, 54, 184
차가, 89, 197
파사, 83, 163
다차, 47, 155
가하, 81, 188
자타, 57, 177
차타, 79, 186
나타, 89, 145
라아, 57, 165
아파, 43, 154
타바, 55, 157
카바, 99, 155
파하, 62, 175
아가, 71, 180
사아, 90, 163
파하, 62, 161
카차, 87, 151
타아, 91, 198
차타, 83, 152
하카, 59, 170
파바, 56, 184
파가, 83, 197
타파, 99, 149
마다, 62, 199
타가, 42, 145
파카, 88, 168
사파, 64, 149
자나, 87, 149
자카, 79, 176
가다, 74, 185
라사, 74, 168
다아, 50, 144
파카, 72, 183
하마, 59, 158
바가, 61, 197
라바, 78, 156
가차, 52, 158
사타, 49, 157
하하, 53, 192
가사, 91, 154
가마, 95, 140
다아, 74, 178
타카, 75, 199
자차, 88, 192
가나, 60, 167
다마, 53, 194
자타, 86, 179
자가, 87, 192
파가, 96, 147
라타, 53, 143
나다, 58, 145
사바, 67, 146
다하, 75, 151
카다, 57, 152
바카, 40, 144
아타, 88, 187
카바, 97, 161
마사, 89, 198
차마, 46, 167
사마, 99, 142
나마, 40, 150
자나, 74, 149
하마, 85, 178
아타, 97, 194
라카, 83, 159
아사, 44, 146
차마, 79, 143
다사, 86, 166
가카, 55, 151
바카, 94, 190
라아, 68, 148
라바, 63, 147
하하, 95, 167
하아, 91, 185
카카, 81, 172
차사, 41, 178
하가, 49, 186
나마, 63, 159
타나, 46, 148
아카, 42, 170
타파, 78, 192
카다, 59, 154
나타, 58, 176
타자, 84, 188
카하, 97, 142
하카, 81, 195
다라, 73, 157
자사, 66, 174
바하, 40, 196
아파, 96, 145
차차, 62, 198
타나, 79, 140
마타, 52, 181
카카, 46, 153
카라, 97, 167
하파, 74, 162
타사, 47, 190
자아, 65, 146
카사, 90, 188
아라, 78, 163
하바, 59, 190
차바, 40, 176
라마, 84, 159
라타, 93, 195
사라, 86, 183
타나, 73, 153
사라, 42, 152
타하, 58, 172
자나, 48, 151
자나, 58, 199
타바, 63, 152
나자, 70, 187
라나, 40, 181
아파, 79, 159
파하, 86, 174
가하, 65, 173
바나, 94, 193
카다, 55, 187
차카, 92, 167
카아, 80, 182
차바, 55, 196
나사, 82, 165
하타, 65, 163
아하, 42, 173
하사, 46, 184
바카, 97, 199
라자, 83, 161
자타, 94, 170
차카, 96, 184
가바, 57, 140
하마, 61, 141
자나, 85, 142
바라, 81, 177
다나, 54, 167
하파, 75, 178
바가, 86, 167
마아, 66, 149
타하, 85, 160
나라, 83, 194
가카, 42, 191
바자, 48, 164
차아, 98, 152
가다, 98, 165
사타, 67, 195
나가, 40, 162
바파, 46, 173
바사, 84, 183
차하, 51, 172
나차, 43, 146
나라, 77, 183
라다, 57, 166
라가, 50, 157
자마, 67, 140
사타, 60, 191
카바, 54, 197
바하, 80, 164
마마, 90, 199
바파, 51, 197
타마, 78, 196
차나, 58, 158
차바, 65, 196
타타, 58, 182
나타, 81, 171
사마, 79, 149
사파, 79, 164
사나, 53, 168
라마, 40, 145
바타, 55, 150
마아, 44, 159
하바, 69, 143
파파, 81, 183
나다, 93, 162
마라, 90, 166
사하, 60, 197
가나, 75, 148
다자, 50, 194
타나, 80, 195
차바, 94, 195
나바, 42, 150
라마, 97, 178
하아, 43, 185
아카, 81, 151
자나, 76, 148
차아, 47, 193
나카, 41, 145
가마, 62, 169
가다, 46, 181
자자, 48, 173
자타, 43, 171
다마, 59, 166
카바, 65, 171
차다, 59, 142
아자, 96, 165
차타, 94, 183
라하, 93, 185
카다, 42, 140
아타, 86, 174
카마, 88, 167
차자, 87, 182
자하, 82, 145
라나, 48, 179
카타, 57, 182
카자, 75, 184
하파, 47, 153
하다, 41, 191
하나, 79, 196
카가, 71, 173
마파, 53, 146
아아, 79, 173
아바, 86, 176
차라, 74, 144
카라, 78, 188
다하, 53, 156
하가, 80, 163
자카, 68, 158
바다, 69, 174
파카, 47, 184
타가, 94, 191
사마, 88, 141
카파, 90, 168
마다, 95, 169
타파, 68, 146
파나, 63, 190
하가, 92, 161
카나, 77, 192
아가, 81, 192
자가, 65, 179
라다, 75, 164
자사, 69, 188
가마, 42, 189
파바, 60, 169
하가, 84, 191
다가, 66, 144
바바, 72, 178
나타, 69, 195
가차, 91, 198
사아, 77, 170
하마, 67, 147
나자, 81, 155
자타, 90, 141
사바, 68, 172
사가, 84, 197
다하, 77, 188
파아, 54, 149
라라, 44, 184
하자, 80, 174
바자, 97, 153
카사, 41, 179
아카, 91, 155
다마, 78, 161
자라, 65, 147
나타, 79, 178
하카, 59, 162
라라, 48, 185
사다, 69, 169
가가, 85, 152
차가, 90, 148
마타, 95, 156
카아, 87, 149
아바, 81, 183
아자, 63, 157
파마, 89, 157
바다, 91, 143
바마, 48, 149
라차, 94, 169
차바, 47, 163
라차, 70, 164
다카, 80, 142
하다, 81, 195
라가, 99, 148
사사, 72, 199
차바, 57, 164
라파, 82, 179
파차, 60, 155
라자, 93, 191
라카, 86, 166
하차, 60, 193
자아, 56, 196
차파, 45, 168
바차, 77, 152
카파, 77, 173
차바, 78, 180
가마, 91, 185
타차, 97, 166
차라, 58, 157
하파, 40, 198
사라, 57, 157
아마, 62, 160
사바, 93, 169
타아, 86, 168
차차, 64, 146
자타, 84, 146
가카, 57, 153
하사, 75, 182
라다, 60, 151
자카, 96, 185
가아, 53, 152
차다, 94, 141
차자, 78, 165
하사, 46, 170
다하, 54, 170
사파, 75, 192
파카, 94, 163
차자, 86, 149
파아, 80, 159
카카, 58, 170
사라, 89, 195
차사, 99, 164
다자, 93, 181
차아, 52, 187
아파, 93, 161
라라, 96, 199
바자, 57, 199
아바, 40, 147
다타, 57, 193
마자, 54, 173
가가, 62, 170
차마, 76, 153
나자, 95, 199
카하, 92, 195
라타, 90, 192
나마, 50, 148
자파, 40, 149
파차, 54, 154
타하, 82, 163
타마, 72, 148
자사, 41, 197
파차, 73, 197
다차, 86, 178
아가, 98, 195
파아, 75, 188
차다, 55, 185
라하, 99, 187
마다, 54, 189
마다, 61, 148
파파, 79, 143
카마, 98, 175
바차, 76, 172
아카, 95, 198
아카, 88, 187
파타, 93, 179
차차, 48, 183
바마, 81, 195
카다, 61, 159
타나, 57, 180
가다, 55, 194
타라, 40, 170
사라, 46, 198
마파, 68, 180
바파, 68, 161
하사, 75, 193
마가, 46, 189
가타, 40, 189
다바, 63, 178
자타, 43, 143
가다, 40, 177
파차, 83, 179
사타, 73, 155
하나, 51, 156
카라, 79, 189
타마, 43, 169
마가, 60, 156
다하, 98, 173
타나, 63, 190
마바, 42, 180
타바, 68, 183
아카, 96, 142
아사, 47, 198
카카, 62, 171
라자, 52, 198
자파, 64, 141
마자, 79, 176
하바, 87, 148
자차, 69, 167
차라, 52, 189
라가, 70, 168
나카, 93, 178
사아, 65, 157
파타, 96, 197
하파, 42, 152
라하, 55, 158
나아, 54, 193
나마, 82, 150
나마, 69, 170
파라, 47, 145
사파, 80, 181
나타, 91, 191
라가, 97, 179
하카, 69, 179
나가, 67, 155
카다, 85, 185
자사, 56, 180
바나, 40, 149
카나, 65, 186
타아, 87, 146
파파, 55, 153
라자, 71, 169
파다, 60, 148
파파, 95, 146
하나, 41, 185
카차, 78, 189
타차, 87, 152
나차, 63, 157
하라, 75, 186
타아, 41, 145
차가, 54, 180
라마, 64, 187
자바, 82, 146
사차, 83, 158
카자, 69, 160
마카, 86, 147
아하, 42, 186
바타, 55, 196
타가, 50, 187
나자, 95, 159
마가, 98, 149
라다, 51, 188
마카, 63, 160
다바, 63, 147
바나, 80, 167
바하, 62, 195
사나, 64, 143
자나, 61, 168
차차, 65, 171
나타, 79, 170
라아, 60, 167
다카, 80, 180
자라, 86, 178
하카, 43, 184
자사, 92, 163
나바, 91, 191
나바, 75, 198
자차, 75, 163
카자, 72, 140
마사, 71, 167
차다, 96, 162
라차, 74, 187
아타, 73, 191
라사, 80, 151
바바, 59, 150
가차, 67, 141
자나, 97, 155
다하, 41, 183
사하, 97, 169
자자, 69, 189
마아, 61, 180
라파, 85, 161
나바, 77, 162
바사, 96, 141
파타, 43, 164
아바, 47, 182
하가, 83, 175
바바, 51, 157
자나, 77, 177
사자, 95, 179
다타, 51, 150
하파, 82, 148
카자, 58, 177
사나, 65, 192
마마, 89, 169
가가, 93, 155
나마, 44, 145
타타, 41, 199
카라, 42, 185
아파, 50, 167
하파, 57, 157
차아, 57, 192
사아, 63, 142
하자, 79, 159
차자, 56, 147
아타, 89, 149
사사, 87, 188
가타, 48, 162
라가, 49, 172
다하, 88, 143
자마, 65, 186
차라, 83, 156
마차, 80, 158
마바, 81, 143
바타, 44, 145
바타, 88, 148
라나, 65, 182
다파, 43, 160
마차, 88, 191
바하, 80, 169
마자, 68, 163
카파, 48, 166
하바, 99, 170
타자, 71, 158
파나, 54, 156
타아, 78, 142
나아, 62, 160
하사, 93, 178
아파, 82, 142
자자, 78, 145
타카, 89, 185
사아, 72, 181
가가, 95, 196
바차, 79, 147
바마, 48, 155
타타, 79, 146
바자, 54, 182
자아, 65, 195
아바, 95, 158
하다, 82, 190
마파, 64, 178
라나, 91, 155
사파, 41, 180
바다, 77, 142
바아, 58, 154
아아, 81, 188
가아, 83, 177
파타, 57, 162
나마, 82, 156
타자, 42, 153
차다, 40, 170
다아, 70, 173
타나, 47, 159
다하, 58, 142
라라, 48, 167
라나, 58, 152
마사, 45, 185
마카, 84, 174
마카, 55, 158
타나, 92, 185
다하, 54, 161
파카, 65, 167
사파, 61, 163
라카, 91, 185
파파, 81, 154
자사, 44, 171
차카, 64, 181
아라, 74, 187
카파, 81, 147
아가, 99, 141
차카, 65, 159
카나, 85, 198
마아, 42, 184
나카, 98, 152
바마, 45, 169
아아, 47, 169
다아, 99, 171
파사, 79, 161
라아, 52, 174
라카, 47, 181
바라, 43, 144
나자, 44, 171
